Ticker,Name,Category,YTD,4W,1Y,3Y,5Y,10Y,Yield,Rating,Neg. Yr
AAFTX,American Funds 2035 Target Date Retirement Fund;A,Target-Date 2035,11.71,-0.14756855267139046,15.5,18.98,13.24,12.16,0.88%,5,Y
RAFTX,American Funds 2035 Target Date Retirement Fund;R1,Target-Date 2035,10.91,-0.20305032476239954,14.62,18.06,12.36,11.28,0.40%,4,Y
RBFTX,American Funds 2035 Target Date Retirement Fund;R2,Target-Date 2035,10.95,-0.15197916410010393,14.65,18.09,12.39,11.34,0.30%,4,Y
RCFTX,American Funds 2035 Target Date Retirement Fund;R3,Target-Date 2035,11.39,-0.09980267889197136,15.23,18.63,12.89,11.8,0.64%,5,Y
RDFTX,American Funds 2035 Target Date Retirement Fund;R4,Target-Date 2035,11.74,-0.09867023834235505,15.53,18.97,13.23,12.15,0.82%,5,Y
REFTX,American Funds 2035 Target Date Retirement Fund;R5,Target-Date 2035,12.0,-0.09731655064479523,15.85,19.32,13.56,12.48,1.09%,5,Y
RFFTX,American Funds 2035 Target Date Retirement Fund;R6,Target-Date 2035,10.94,-0.0976968787780669,15.91,19.39,13.62,12.54,1.14%,5,Y
AAGTX,American Funds 2040 Target Date Retirement Fund;A,Target-Date 2040,12.71,-0.28037134117717105,16.81,20.23,13.99,12.62,0.69%,5,Y
RAKTX,American Funds 2040 Target Date Retirement Fund;R1,Target-Date 2040,11.92,-0.335891047560891,15.89,19.28,13.09,11.72,0.15%,4,Y
RBKTX,American Funds 2040 Target Date Retirement Fund;R2,Target-Date 2040,11.9,-0.33702307790779745,15.92,19.31,13.12,11.78,0.12%,4,Y
RCKTX,American Funds 2040 Target Date Retirement Fund;R3,Target-Date 2040,12.35,-0.3314469668145735,16.42,19.83,13.63,12.25,0.45%,5,Y
RDGTX,American Funds 2040 Target Date Retirement Fund;R4,Target-Date 2040,12.68,-0.281027938502793,16.78,20.19,13.98,12.6,0.63%,5,Y
REGTX,American Funds 2040 Target Date Retirement Fund;R5,Target-Date 2040,12.91,-0.277261865224838,17.06,20.54,14.32,12.93,0.89%,5,Y
RFGTX,American Funds 2040 Target Date Retirement Fund;R6,Target-Date 2040,11.79,-0.2781616448366471,17.18,20.61,14.38,13.0,0.94%,5,Y
AAHTX,American Funds 2045 Target Date Retirement Fund;A,Target-Date 2045,13.0,-0.40946385105672145,17.12,20.59,14.25,12.78,0.63%,5,Y
RAHTX,American Funds 2045 Target Date Retirement Fund;R1,Target-Date 2045,12.16,-0.4683858533160484,16.23,19.66,13.35,11.88,0.15%,5,Y
RBHTX,American Funds 2045 Target Date Retirement Fund;R2,Target-Date 2045,12.2,-0.4699265894877667,16.24,19.68,13.38,11.94,0.06%,5,Y
RCHTX,American Funds 2045 Target Date Retirement Fund;R3,Target-Date 2045,12.63,-0.4158972048351466,16.79,20.23,13.9,12.41,0.39%,5,Y
RDHTX,American Funds 2045 Target Date Retirement Fund;R4,Target-Date 2045,12.97,-0.41039740691042925,17.14,20.57,14.23,12.75,0.56%,5,Y
REHTX,American Funds 2045 Target Date Retirement Fund;R5,Target-Date 2045,13.3,-0.3597118908694688,17.47,20.94,14.57,13.1,0.83%,5,Y
RFHTX,American Funds 2045 Target Date Retirement Fund;R6,Target-Date 2045,12.04,-0.36101048852397555,17.53,20.99,14.63,13.14,0.87%,5,Y
AALTX,American Funds 2050 Target Date Retirement Fund;A,Target-Date 2050,13.14,-0.5527357758876683,17.29,20.85,14.42,12.87,0.56%,5,Y
RAITX,American Funds 2050 Target Date Retirement Fund;R1,Target-Date 2050,12.34,-0.6166943132689847,16.35,19.9,13.5,11.97,0.04%,4,Y
RBITX,American Funds 2050 Target Date Retirement Fund;R2,Target-Date 2050,12.34,-0.6166943132689847,16.36,19.93,13.54,12.03,0.00%,5,Y
RCITX,American Funds 2050 Target Date Retirement Fund;R3,Target-Date 2050,12.82,-0.5612672431950785,16.94,20.46,14.05,12.49,0.31%,5,Y
RDITX,American Funds 2050 Target Date Retirement Fund;R4,Target-Date 2050,13.18,-0.5542675935294628,17.25,20.83,14.39,12.84,0.49%,5,Y
REITX,American Funds 2050 Target Date Retirement Fund;R5,Target-Date 2050,13.45,-0.546700843108893,17.58,21.19,14.73,13.18,0.75%,5,Y
RFITX,American Funds 2050 Target Date Retirement Fund;R6,Target-Date 2050,12.23,-0.5027363218558537,17.7,21.27,14.79,13.24,0.79%,5,Y
AAMTX,American Funds 2055 Target Date Retirement Fund;A,Target-Date 2055,13.22,-0.6977547921522304,17.27,20.82,14.39,12.85,0.55%,5,Y
RAMTX,American Funds 2055 Target Date Retirement Fund;R1,Target-Date 2055,12.45,-0.7575714336391136,16.37,19.9,13.49,11.96,0.19%,4,Y
RBMTX,American Funds 2055 Target Date Retirement Fund;R2,Target-Date 2055,12.42,-0.7180598385601608,16.43,19.91,13.52,12.01,0.00%,4,Y
RCMTX,American Funds 2055 Target Date Retirement Fund;R3,Target-Date 2055,12.89,-0.7076369882986827,16.88,20.45,14.03,12.47,0.32%,5,Y
RDJTX,American Funds 2055 Target Date Retirement Fund;R4,Target-Date 2055,13.2,-0.6624965206858171,17.28,20.82,14.38,12.82,0.49%,5,Y
REKTX,American Funds 2055 Target Date Retirement Fund;R5,Target-Date 2055,13.49,-0.6540708654857647,17.62,21.18,14.72,13.16,0.75%,5,Y
RFKTX,American Funds 2055 Target Date Retirement Fund;R6,Target-Date 2055,13.56,-0.6528846832362248,17.69,21.24,14.78,13.22,0.79%,5,Y
AHMFX,American Funds American High-Income Municipal Bond Fund;F2,High Yield Muni,5.54,0.17668249384155527,5.77,6.5,6.03,6.07,3.04%,4,Y
CITAX,American Funds American High-Income Trust;529-A,High Yield Bond,6.85,0.0,8.7,8.9,6.23,5.91,4.98%,4,Y
CITFX,American Funds American High-Income Trust;529-F-1,High Yield Bond,7.05,0.0,8.91,9.14,6.47,6.14,5.18%,4,Y
AHITX,American Funds American High-Income Trust;A,High Yield Bond,6.87,0.0,8.71,8.93,6.28,5.98,5.00%,4,Y
AHTFX,American Funds American High-Income Trust;F1,High Yield Bond,6.87,0.0,8.71,8.92,6.26,5.94,5.00%,4,Y
AHIFX,American Funds American High-Income Trust;F2,High Yield Bond,7.16,0.0,9.03,9.24,6.56,6.23,5.27%,4,Y
RITEX,American Funds American High-Income Trust;R4,High Yield Bond,6.92,0.0,8.76,8.97,6.3,5.98,5.04%,4,Y
RITFX,American Funds American High-Income Trust;R5,High Yield Bond,7.2,0.0,9.08,9.29,6.62,6.29,5.32%,4,Y
RITGX,American Funds American High-Income Trust;R6,High Yield Bond,7.14,0.0,9.14,9.35,6.67,6.35,5.37%,4,Y
CMLAX,American Funds American Mutual Fund;529-A,Large Value,18.9,-2.1493200791305136,24.81,16.89,12.24,12.42,1.69%,4,Y
CMLEX,American Funds American Mutual Fund;529-E,Large Value,18.67,-2.140558909865187,24.52,16.62,11.98,12.15,1.48%,4,Y
CMLFX,American Funds American Mutual Fund;529-F-1,Large Value,19.11,-2.183323591364008,25.02,17.14,12.48,12.66,1.88%,4,Y
AMRMX,American Funds American Mutual Fund;A,Large Value,18.97,-2.14325891912318,24.88,16.95,12.31,12.51,1.72%,4,Y
AMFCX,American Funds American Mutual Fund;C,Large Value,18.14,-2.0845288458662443,23.94,16.07,11.45,11.62,1.03%,4,Y
AMFFX,American Funds American Mutual Fund;F1,Large Value,18.9,-2.154193932526278,24.8,16.89,12.23,12.43,1.68%,4,Y
AMRFX,American Funds American Mutual Fund;F2,Large Value,19.19,-2.2000789336751976,25.11,17.19,12.53,12.72,1.93%,4,Y
RMFBX,American Funds American Mutual Fund;R2,Large Value,18.11,-2.078566325577146,23.92,16.04,11.42,11.61,1.02%,4,Y
RMFCX,American Funds American Mutual Fund;R3,Large Value,18.6,-2.1252351340996363,24.46,16.55,11.92,12.11,1.43%,4,Y
RMFEX,American Funds American Mutual Fund;R4,Large Value,18.93,-2.15175424593882,24.82,16.91,12.26,12.45,1.71%,4,Y
RMFFX,American Funds American Mutual Fund;R5,Large Value,19.25,-2.1988314021353412,25.19,17.25,12.59,12.79,1.98%,4,Y
RMFGX,American Funds American Mutual Fund;R6,Large Value,17.34,-2.19842532282287,25.24,17.32,12.65,12.84,2.02%,4,Y
MRESX,AMG Managers CenterSquare Real Estate Fund;N,Real Estate,28.68,1.0408947606550418,37.28,17.28,10.4,10.92,1.55%,4,N
MBEAX,AMG GW&K Global Allocation Fund;N,World Allocation,0.68,-4.2037512511669775,3.18,13.15,9.64,9.17,0.03%,5,N
MBEYX,AMG GW&K Global Allocation Fund;Z,World Allocation,0.94,-4.152410858004086,3.42,13.43,9.91,9.45,0.19%,5,N
ARLSX,AMG River Road International Value Equity Fund;N,Long-Short Equity,7.04,1.0627033272187372,12.9,11.18,7.01,6.41,0.00%,4,N
ARIMX,AMG River Road Small-Mid Cap Value Fund;I,Small Blend,17.27,-6.660321541587731,24.06,19.14,12.09,12.57,0.00%,4,Y
ARSMX,AMG River Road Small-Mid Cap Value Fund;N,Small Blend,17.03,-6.953967046956364,23.76,18.79,11.77,12.27,0.00%,4,Y
TMDPX,AMG TimesSquare Mid Cap Growth Fund;N,Mid-Cap Growth,12.56,-25.46093489720287,13.19,29.53,19.27,16.12,0.00%,4,Y
TMDIX,AMG TimesSquare Mid Cap Growth Fund;Z,Mid-Cap Growth,12.78,-24.40550121693939,13.4,29.78,19.51,16.35,0.00%,4,Y
YAFFX,AMG Yacktman Focused Fund;N,Large Value,12.21,-4.200913663557804,18.86,17.82,14.61,12.64,0.65%,5,Y
YACKX,AMG Yacktman Fund;I,Large Value,14.96,-3.354633074581899,21.95,17.64,14.09,12.55,1.06%,5,Y
AAIIX,Ancora Income Fund;I,Intermediate Core-Plus Bond,7.19,0.6242220887157591,9.25,8.99,5.83,5.39,3.99%,4,Y
ADAIX,AQR Diversified Arbitrage Fund;I,Relative Value Arbitrage,6.63,-1.7828222391283448,6.67,12.89,9.55,4.77,1.50%,5,Y
ADANX,AQR Diversified Arbitrage Fund;N,Relative Value Arbitrage,5.75,-1.7842681945668872,6.4,12.61,9.28,4.51,1.25%,5,Y
ATGAX,Aquila Opportunity Growth Fund;A,Mid-Cap Blend,16.17,-13.865463480008936,20.61,21.45,12.11,14.5,0.00%,4,Y
ATRIX,Aquila Opportunity Growth Fund;I,Mid-Cap Blend,16.22,-13.19149333354616,20.65,21.52,12.18,14.68,0.00%,4,Y
ATGYX,Aquila Opportunity Growth Fund;Y,Mid-Cap Blend,16.48,-12.491632194715635,20.95,21.8,12.45,14.85,0.00%,4,Y
CHKYX,Aquila Churchill Tax-Free Fund of Kentucky;Y,Muni Single State Interm,1.24,0.09208314178617234,1.42,3.57,3.24,2.93,2.21%,4,Y
NITYX,Aquila Narragansett Tax-Free Income Fund;Y,Muni Single State Interm,0.67,0.0910767695696931,0.83,3.64,3.37,3.1,2.12%,4,Y
UTAHX,Aquila Tax-Free Fund for Utah;A,Muni Single State Interm,0.2,0.1892190949964307,0.43,3.43,3.14,3.28,1.86%,4,Y
UTAYX,Aquila Tax-Free Fund for Utah;Y,Muni Single State Interm,0.48,0.18867456009074662,0.64,3.64,3.32,3.49,2.06%,5,Y
AZTFX,Aquila Tax-Free Trust of Arizona;A,Muni Single State Interm,0.86,0.09276650398468672,0.94,3.5,3.15,3.14,2.22%,4,Y
AZTYX,Aquila Tax-Free Trust of Arizona;Y,Muni Single State Interm,1.0,0.18536105499890182,1.09,3.68,3.32,3.29,2.36%,5,Y
ARTHX,Artisan Global Equity Fund;Investor,nan,0.21,-16.95811325912126,4.96,21.88,17.24,14.58,0.00%,4,Y
APHRX,Artisan Global Opportunities Fund;Institutional,nan,11.27,-11.844890730662016,14.71,30.75,20.84,17.25,0.00%,5,Y
ARTRX,Artisan Global Opportunities Fund;Investor,nan,10.98,-12.089223475294549,14.38,30.44,20.55,16.96,0.00%,4,Y
ARTGX,Artisan Global Value;Investor,nan,8.97,-8.676006096276033,18.45,15.53,9.61,10.8,0.05%,4,Y
APHKX,Artisan International Value Fund;Institutional,Foreign Large Blend,10.49,0.48274381237324626,18.87,16.71,10.32,10.63,0.32%,4,Y
ARTKX,Artisan International Value Fund;Investor,Foreign Large Blend,10.26,0.43541437956311474,18.56,16.42,10.05,10.38,0.19%,4,Y
APHMX,Artisan Mid Cap Fund;Institutional,Mid-Cap Growth,8.35,-17.318258780227612,8.61,36.51,22.63,17.48,0.00%,5,Y
ARTMX,Artisan Mid Cap Fund;Investor,Mid-Cap Growth,8.11,-19.423675305892374,8.37,36.2,22.35,17.2,0.00%,4,Y
EMFIX,Ashmore Emerging Markets Equity Fund;Institutional,Diversified Emerging Mkts,6.16,-22.972137001725827,7.35,21.47,16.65,8.19,0.64%,5,Y
ESCIX,Ashmore Emerging Markets Small-Cap Equity Fund;Inst,Diversified Emerging Mkts,10.24,-5.1882017582921645,15.77,23.32,13.35,8.74,0.00%,4,Y
BMDIX,Baird MidCap Fund;Institutional,Mid-Cap Growth,20.27,-16.84813985969347,21.29,32.48,22.37,16.37,0.00%,4,Y
BMDSX,Baird MidCap Fund;Investor,Mid-Cap Growth,20.02,-17.951875743936608,21.0,32.13,22.04,16.07,0.00%,4,Y
BARIX,Baron Asset Fund;Institutional,Mid-Cap Growth,7.43,-8.446947143733292,12.14,29.04,21.06,17.3,0.00%,4,Y
BARAX,Baron Asset Fund;Retail,Mid-Cap Growth,9.65,-8.798147826378537,11.85,28.71,20.74,16.98,0.00%,4,Y
BFTIX,Baron Fifth Avenue Growth Fund;Institutional,Large Growth,10.0,-8.410749498166059,9.12,33.67,26.27,19.65,0.06%,4,Y
BFTHX,Baron Fifth Avenue Growth Fund;Retail,Large Growth,11.33,-8.505195192610033,8.82,33.32,25.94,19.36,0.00%,4,Y
BIOIX,Baron Opportunity Fund;Institutional,Large Growth,11.3,-13.115415294364771,7.89,46.4,35.12,21.11,0.00%,5,Y
BIOPX,Baron Opportunity Fund;Retail,Large Growth,12.47,-13.510635051321476,7.65,46.01,34.78,20.79,0.00%,5,Y
BFGIX,Baron Focused Growth Fund;Institutional,Mid-Cap Growth,15.47,-16.638210225936323,20.2,52.05,34.64,20.79,0.00%,5,Y
BFGFX,Baron Focused Growth Fund;Retail,Mid-Cap Growth,17.37,-16.960090669207013,19.87,51.65,34.29,20.48,0.00%,5,Y
BINIX,Baron International Growth Fund;Institutional,Foreign Large Growth,5.73,-7.255787204070159,10.71,23.54,15.75,11.7,0.11%,4,Y
BIGFX,Baron International Growth Fund;Retail,Foreign Large Growth,6.51,-7.134636541970177,10.43,23.21,15.47,11.42,0.02%,4,Y
BPTIX,Baron Partners Fund;Institutional,Large Growth,29.6,-13.687339349065539,34.03,69.34,42.95,27.91,0.00%,5,Y
BPTRX,Baron Partners Fund;Retail,Large Growth,30.48,-13.805624728954783,33.68,68.88,42.57,27.57,0.00%,5,Y
BREIX,Baron Real Estate Fund;Institutional,Real Estate,16.54,-5.232971819731894,19.89,37.54,20.86,17.97,0.04%,5,Y
BREFX,Baron Real Estate Fund;Retail,Real Estate,16.3,-5.393480543173974,19.58,37.19,20.55,17.67,0.00%,5,Y
BBBIX,BBH Limited Duration Fund;I,Ultrashort Bond,1.04,-0.09708959899662353,1.29,2.84,2.63,2.2,1.78%,5,N
BBBMX,BBH Limited Duration Fund;N,Ultrashort Bond,0.97,-0.1939908530519288,1.12,2.76,2.55,2.05,1.70%,5,N
MRSPX,BlackRock Advantage SMID Cap Fund;R,Mid-Cap Blend,9.57,-12.507586835611209,13.07,20.89,11.29,12.59,0.72%,4,Y
MASPX,BlackRock Advantage SMID Cap Fund;Institutional,Mid-Cap Blend,10.12,-8.83054946922968,13.65,21.5,11.85,13.19,0.89%,4,Y
MDSPX,BlackRock Advantage SMID Cap Fund;Investor A,Mid-Cap Blend,9.86,-9.034613408584082,13.39,21.21,11.58,12.91,0.67%,4,Y
MCSPX,BlackRock Advantage SMID Cap Fund;Investor C,Mid-Cap Blend,9.12,-13.75379549338153,12.48,20.27,10.72,11.99,0.04%,4,Y
BRASX,BlackRock Allocation Target Shares Series S,Short-Term Bond,-0.01,-0.31152370316387146,0.03,3.47,2.83,2.73,1.75%,5,Y
MRBPX,BlackRock Balanced Capital Fund;R,Allocation--50% to 70% Equity,13.16,-12.342006475484153,16.17,17.78,11.73,10.79,0.36%,4,Y
MACPX,BlackRock Balanced Capital Fund;Institutional,Allocation--50% to 70% Equity,13.84,-11.439114084211907,16.91,18.5,12.44,11.5,0.81%,5,N
MDCPX,BlackRock Balanced Capital Fund;Investor A,Allocation--50% to 70% Equity,13.58,-10.728746189807191,16.63,18.19,12.13,11.18,0.60%,4,N
MCCPX,BlackRock Balanced Capital Fund;Investor C,Allocation--50% to 70% Equity,12.75,-12.450115715784344,15.72,17.3,11.28,10.34,0.19%,4,Y
MACMX,BlackRock California Municipal Opptys Fund;Inst,Muni California Intermediate,4.23,0.0,4.47,3.99,4.18,4.41,1.86%,5,Y
MECMX,BlackRock California Municipal Opptys Fund;Inv A,Muni California Intermediate,4.01,0.0,4.22,3.74,3.94,4.17,1.63%,4,Y
MDCMX,BlackRock California Municipal Opptys Fund;A1,Muni California Intermediate,4.15,0.0,4.38,3.9,4.09,4.32,1.77%,4,Y
BFGBX,BlackRock Capital Appreciation Fund;K,Large Growth,18.49,-6.6795543784833376,20.45,33.0,24.64,18.5,0.00%,4,Y
MAFGX,BlackRock Capital Appreciation Fund;Institutional,Large Growth,17.3,-6.723058442385746,20.32,32.86,24.5,18.37,0.00%,4,Y
MDFGX,BlackRock Capital Appreciation Fund;Investor A,Large Growth,18.13,-6.099640445096821,20.03,32.52,24.17,18.05,0.00%,4,Y
MADCX,BlackRock Emerging Markets Fund;Institutional,Diversified Emerging Mkts,-0.12,-4.5527414298803555,2.71,16.61,14.9,7.27,1.12%,4,Y
MDDCX,BlackRock Emerging Markets Fund;Investor A,Diversified Emerging Mkts,-0.34,-4.434811383316213,2.49,16.32,14.59,6.91,0.95%,4,Y
MCDCX,BlackRock Emerging Markets Fund;Investor C,Diversified Emerging Mkts,-1.03,-4.4382271099290955,1.72,15.46,13.72,6.04,0.28%,4,Y
BRCPX,BlackRock 20/80 Target Allocation Fund;R,Allocation--15% to 30% Equity,2.35,-0.3139714487570719,4.16,8.73,5.88,6.13,0.89%,4,N
BICPX,BlackRock 20/80 Target Allocation Fund;Institutional,Allocation--15% to 30% Equity,2.96,-0.3074555046065914,4.75,9.38,6.55,6.8,1.49%,5,N
BACPX,BlackRock 20/80 Target Allocation Fund;Investor A,Allocation--15% to 30% Equity,2.59,-0.3124996973201678,4.46,9.06,6.2,6.41,1.25%,4,N
BCCPX,BlackRock 20/80 Target Allocation Fund;Investor C,Allocation--15% to 30% Equity,1.88,-0.3961980284332483,3.63,8.24,5.41,5.64,0.53%,4,N
BRMPX,BlackRock 40/60 Target Allocation Fund;R,Allocation--30% to 50% Equity,4.87,-0.7818028362695026,7.83,12.88,8.56,8.3,0.73%,5,Y
BIMPX,BlackRock 40/60 Target Allocation Fund;Institutional,Allocation--30% to 50% Equity,5.35,-0.70077349868143,8.34,13.43,9.08,8.83,1.25%,5,Y
BAMPX,BlackRock 40/60 Target Allocation Fund;Investor A,Allocation--30% to 50% Equity,5.1,-0.7092225444273564,7.97,13.07,8.73,8.46,1.00%,5,Y
BCMPX,BlackRock 40/60 Target Allocation Fund;Investor C,Allocation--30% to 50% Equity,4.38,-0.7930761181315766,7.15,12.2,7.93,7.64,0.33%,4,Y
BIGPX,BlackRock 60/40 Target Allocation Fund;Institutional,Allocation--50% to 70% Equity,7.61,-1.1156813059121644,11.74,17.01,11.06,10.47,1.22%,4,Y
BRAPX,BlackRock 80/20 Target Allocation Fund;R,Allocation--70% to 85% Equity,9.99,-1.6609336963631907,14.78,19.69,12.29,11.46,0.66%,4,Y
BIAPX,BlackRock 80/20 Target Allocation Fund;Institutional,Allocation--70% to 85% Equity,10.51,-1.6120011777003271,15.38,20.3,12.86,12.03,0.98%,4,Y
BAAPX,BlackRock 80/20 Target Allocation Fund;Investor A,Allocation--70% to 85% Equity,10.21,-1.593618578031946,14.95,19.9,12.47,11.64,0.76%,4,Y
BLDRX,BlackRock Managed Income Fund;K,Allocation--15% to 30% Equity,4.24,-0.1906530460031045,5.76,7.01,5.09,4.69,3.31%,4,Y
BLDIX,BlackRock Managed Income Fund;Inst;Institutional,Allocation--15% to 30% Equity,4.1,-0.19120896453854153,5.72,6.96,5.02,4.62,3.21%,4,Y
LPSAX,BlackRock LifePath Dynamic Retirement Fund;K,Target-Date Retirement,5.38,-0.5080475654940457,7.55,12.72,8.84,6.94,2.22%,5,Y
LPRRX,BlackRock LifePath Dynamic Retirement Fund;R,Target-Date Retirement,4.06,-0.512815956585484,6.79,11.98,8.11,6.15,1.60%,4,Y
STLAX,BlackRock LifePath Dynamic Retirement Fund;Institutional,Target-Date Retirement,5.16,-0.5058977038722153,7.25,12.49,8.59,6.65,1.96%,5,Y
LPRAX,BlackRock LifePath Dynamic Retirement Fund;Investor A,Target-Date Retirement,4.95,-0.5940635381240263,7.01,12.19,8.34,6.4,2.10%,5,Y
LPCRX,BlackRock LifePath Dynamic Retirement Fund;Investor C,Target-Date Retirement,3.55,-0.5154675072764774,6.27,11.35,7.49,5.57,1.07%,4,Y
LIHKX,BlackRock LifePath Index 2045 Fund;K,Target-Date 2045,14.16,-0.519851659474448,18.3,20.01,13.53,11.71,1.56%,4,Y
LIHIX,BlackRock LifePath Index 2045 Fund;Institutional,Target-Date 2045,14.07,-0.5203344663140929,18.26,19.94,13.48,11.65,1.52%,4,Y
LIPKX,BlackRock LifePath Index 2050 Fund;K,Target-Date 2050,14.81,-0.5512211148833643,19.32,20.62,13.88,12.1,1.55%,4,Y
LIVKX,BlackRock LifePath Index 2055 Fund;K,Target-Date 2055,14.9,-0.582694593807828,19.37,20.67,13.91,12.31,1.54%,4,Y
LIVIX,BlackRock LifePath Index 2055 Fund;Institutional,Target-Date 2055,14.81,-0.5381118205840045,19.37,20.61,13.85,12.26,1.50%,4,Y
LIRKX,BlackRock LifePath Index Retirement Fund;K,Target-Date Retirement,5.57,-0.06707061692942708,7.17,11.97,8.2,6.88,1.82%,5,Y
LIRIX,BlackRock LifePath Index Retirement Fund;Institutional,Target-Date Retirement,5.53,-0.06702566240415157,7.19,11.91,8.14,6.84,1.77%,5,Y
LIRAX,BlackRock LifePath Index Retirement Fund;Investor A,Target-Date Retirement,5.34,-0.06716070282913339,6.85,11.63,7.88,6.58,1.54%,5,Y
BDOKX,iShares MSCI Total International Index Fund;K,Foreign Large Blend,4.87,-2.0054718475261715,9.14,13.47,9.56,7.18,2.22%,4,Y
BRGKX,iShares Russell 1000 Large-Cap Index Fund;K,Large Blend,21.64,-1.103538326781633,26.38,27.09,17.78,16.29,1.20%,4,Y
BRGNX,iShares Russell 1000 Large-Cap Index Fund;Institutional,Large Blend,21.54,-1.0989015731064093,26.33,27.01,17.72,16.28,1.16%,4,Y
BRGAX,iShares Russell 1000 Large-Cap Index Fund;Investor A,Large Blend,21.29,-1.0409879544790213,26.0,26.7,17.41,15.95,0.92%,4,Y
WFSPX,iShares S&P 500 Index Fund;K,Large Blend,23.43,-0.499118626650073,29.15,26.95,17.88,16.35,1.25%,4,N
BFRIX,BlackRock Floating Rate Income Portfolio;Inst,Bank Loan,3.38,-0.10059633430219868,4.27,5.05,3.72,4.3,3.54%,4,N
BFRAX,BlackRock Floating Rate Income Portfolio;Investor A,Bank Loan,3.17,-0.20120226291382054,4.03,4.75,3.41,3.98,3.30%,4,N
BRHYX,BlackRock High Yield Bond Portfolio;K,High Yield Bond,4.14,0.0,6.39,9.0,6.4,7.08,4.89%,5,Y
BHYRX,BlackRock High Yield Bond Portfolio;R,High Yield Bond,3.5,0.0,5.82,8.26,5.65,6.34,4.25%,4,Y
BHYIX,BlackRock High Yield Bond Portfolio;Institutional,High Yield Bond,4.05,0.0,6.43,8.89,6.29,7.01,4.80%,5,Y
BHYAX,BlackRock High Yield Bond Portfolio;Investor A,High Yield Bond,3.73,-0.12788016192218787,5.94,8.49,5.94,6.65,4.48%,4,Y
BHYSX,BlackRock High Yield Bond Portfolio;Service,High Yield Bond,3.91,0.0,5.99,8.59,5.99,6.68,4.52%,4,Y
BMSIX,BlackRock Income Fund;Institutional,Multisector Bond,-0.63,-2.5291758945636946,0.22,6.14,4.78,4.99,3.66%,4,N
BPLBX,BlackRock Inflation Protected Bond Portfolio;K,Inflation-Protected Bond,5.19,-2.1114864592747242,5.69,8.46,5.37,2.89,2.92%,4,Y
BPRIX,BlackRock Inflation Protected Bond Portfolio;Institutional,Inflation-Protected Bond,5.22,-2.078138034490667,5.63,8.4,5.33,2.81,4.31%,4,Y
BSIIX,BlackRock Strategic Income Opportunities Portfolio;Institutional,Nontraditional Bond,0.63,-1.3618618023832767,1.21,5.22,3.97,4.0,2.59%,5,Y
BASIX,BlackRock Strategic Income Opportunities Portfolio;Investor A,Nontraditional Bond,0.36,-1.3618618023832767,0.91,4.92,3.68,3.71,2.30%,4,Y
BROIX,BlackRock Advantage International Fund;Institutional,Foreign Large Blend,8.44,-4.719452715956477,14.38,14.25,8.87,8.62,2.46%,4,Y
BHSRX,BlackRock Health Sciences Opportunities Port;R,Health,3.9,-3.362474850446933,12.0,19.81,17.06,17.45,0.00%,4,N
SHSSX,BlackRock Health Sciences Opportunities Portfolio;Institutional,Health,4.48,-3.1759759675952495,12.69,20.54,17.77,18.16,0.25%,4,N
SHSAX,BlackRock Health Sciences Opportunities Portfolio;Investor A,Health,4.24,-3.3904913713634537,12.39,20.22,17.45,17.83,0.00%,4,N
SHSCX,BlackRock Health Sciences Opportunities Portfolio;Investor C,Health,3.52,-4.01044950356183,11.56,19.34,16.59,16.98,0.00%,4,N
SHISX,BlackRock Health Sciences Opportunities Portfolio;Service,Health,4.19,-3.3237786902819892,12.35,20.17,17.42,17.81,0.00%,4,N
BMCIX,BlackRock High Equity Income Fund;Institutional,Derivative Income,17.33,-1.4895075166579845,21.89,14.49,10.01,11.61,6.27%,4,Y
BMRRX,BlackRock Mid-Cap Growth Equity Portfolio;R,Mid-Cap Growth,12.23,-6.359912060702119,10.97,32.37,24.68,18.85,0.00%,5,Y
CMGIX,BlackRock Mid-Cap Growth Equity Portfolio;Institutional,Mid-Cap Growth,12.75,-6.0374322457466585,11.53,33.02,25.33,19.49,0.00%,5,Y
BMGAX,BlackRock Mid-Cap Growth Equity Portfolio;Investor A,Mid-Cap Growth,12.49,-6.286795165762828,11.25,32.7,25.0,19.16,0.00%,5,Y
BMGCX,BlackRock Mid-Cap Growth Equity Portfolio;Investor C,Mid-Cap Growth,11.74,-6.884732677649034,10.44,31.72,24.09,18.27,0.00%,5,Y
CMGSX,BlackRock Mid-Cap Growth Equity Portfolio;Service,Mid-Cap Growth,12.52,-6.219129772846516,11.25,32.69,25.04,19.11,0.00%,5,Y
PBAIX,BlackRock Tactical Opportunities Fund;Institutional,Macro Trading,-1.43,0.3589320600514943,0.2,2.86,4.15,4.64,2.71%,4,Y
BGSRX,BlackRock Technology Opportunities Fund;R,Technology,7.96,-9.23124084877859,6.47,44.85,34.06,24.2,0.00%,5,Y
BGSIX,BlackRock Technology Opportunities Fund;Inst,Technology,8.48,-8.938862226219745,7.01,45.58,34.74,24.88,0.00%,5,Y
BGSAX,BlackRock Technology Opportunities Fund;Inv A,Technology,8.22,-9.23479097593177,6.73,45.2,34.39,24.52,0.00%,5,Y
BGSCX,BlackRock Technology Opportunities Fund;Inv C,Technology,7.48,-10.049111886716602,5.97,44.13,33.41,23.55,0.00%,5,Y
BSTSX,BlackRock Technology Opportunities Fund;Service,Technology,8.22,-9.165922726346704,6.76,45.22,34.41,24.61,0.00%,5,Y
