Ticker,Name,Category,YTD,4W,1Y,3Y,5Y,10Y,Yield,Rating,Neg. Yr
RFNFX,American Funds Fundamental Investors;R5,Large Blend,16.96,-inf,22.86,22.75,15.36,15.14,-inf,3,False
RFNGX,American Funds Fundamental Investors;R6,Large Blend,15.67,-inf,22.91,22.81,15.42,15.2,-inf,3,False
CBFCX,American Funds Global Balanced Fund;529-C,World Allocation,5.89,-inf,8.74,11.69,7.57,6.88,-inf,3,False
GBLCX,American Funds Global Balanced Fund;C,World Allocation,5.95,-inf,8.79,11.75,7.62,6.95,-inf,3,False
RGBLX,American Funds Global Balanced Fund;R1,World Allocation,5.98,-inf,8.84,11.74,7.62,7.05,-inf,3,False
RGBBX,American Funds Global Balanced Fund;R2,World Allocation,5.95,-inf,8.8,11.75,7.63,6.97,-inf,3,False
RGBCX,American Funds Global Balanced Fund;R3,World Allocation,6.38,-inf,9.27,12.25,8.11,7.45,-inf,3,False
CGVYX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
CGVBX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
CGVEX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
CGVFX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
AGVFX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
AGVDX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
AGVEX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
AGVGX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
AGVHX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RGLAX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RGLBX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RGLHX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RGLDX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RGLEX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RGLFX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RGLJX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RGLGX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
CGTAX,American Funds US Government Securities Fund;529-A,,-inf,-inf,-0.68,4.77,3.24,2.13,-inf,-1,False
CGTCX,American Funds US Government Securities Fund;529-C,,-inf,-inf,-1.46,4.01,2.47,1.36,-inf,-1,False
CGTEX,American Funds US Government Securities Fund;529-E,,-inf,-inf,-0.89,4.57,3.02,1.9,-inf,-1,False
CGTFX,American Funds US Government Securities Fund;529-F-1,,-inf,-inf,-0.52,4.99,3.46,2.35,-inf,-1,False
AMUSX,American Funds US Government Securities Fund;A,,-inf,-inf,-0.68,4.77,3.26,2.18,-inf,-1,False
UGSCX,American Funds US Government Securities Fund;C,,-inf,-inf,-1.37,4.06,2.51,1.41,-inf,-1,False
UGSFX,American Funds US Government Securities Fund;F1,,-inf,-inf,-0.71,4.78,3.26,2.18,-inf,-1,False
GVTFX,American Funds US Government Securities Fund;F2,,-inf,-inf,-0.47,5.08,3.53,2.45,-inf,-1,False
RGVAX,American Funds US Government Securities Fund;R1,,-inf,-inf,-1.34,4.07,2.53,1.44,-inf,-1,False
RGVBX,American Funds US Government Securities Fund;R2,,-inf,-inf,-1.42,4.08,2.54,1.44,-inf,-1,False
RGVCX,American Funds US Government Securities Fund;R3,,-inf,-inf,-1.0,4.5,2.96,1.87,-inf,-1,False
RGVEX,American Funds US Government Securities Fund;R4,,-inf,-inf,-0.72,4.82,3.29,2.21,-inf,-1,False
RGVFX,American Funds US Government Securities Fund;R5,,-inf,-inf,-0.42,5.13,3.59,2.51,-inf,-1,False
RGVGX,American Funds US Government Securities Fund;R6,,-inf,-inf,-0.3,5.19,3.66,2.57,-inf,-1,False
CIVAX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
CIVBX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
CIVCX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
CIVKX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
AIVBX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
AIVCX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
AIVEX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
AIVFX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
AIVGX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RIVAX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RIVDX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RIVHX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RIVIX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RIVKX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RIVLX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RIVJX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RIVGX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
CMFAX,American Funds Mortgage Fund;529-A,,-inf,-inf,-0.58,3.7,2.56,2.14,-inf,-1,False
CMFCX,American Funds Mortgage Fund;529-C,,-inf,-inf,-1.33,2.93,1.77,1.35,-inf,-1,False
CMFEX,American Funds Mortgage Fund;529-E,,-inf,-inf,-0.84,3.47,2.33,1.9,-inf,-1,False
CMFFX,American Funds Mortgage Fund;529-F-1,,-inf,-inf,-0.36,3.94,2.77,2.36,-inf,-1,False
MFAAX,American Funds Mortgage Fund;A,,-inf,-inf,-0.55,3.74,2.59,2.21,-inf,-1,False
MFACX,American Funds Mortgage Fund;C,,-inf,-inf,-1.33,2.95,1.82,1.41,-inf,-1,False
MFAEX,American Funds Mortgage Fund;F1,,-inf,-inf,-0.54,3.76,2.59,2.21,-inf,-1,False
MFAFX,American Funds Mortgage Fund;F2,,-inf,-inf,-0.27,4.04,2.9,2.49,-inf,-1,False
RMAAX,American Funds Mortgage Fund;R1,,-inf,-inf,-1.23,2.96,1.81,1.67,-inf,-1,False
RMABX,American Funds Mortgage Fund;R2,,-inf,-inf,-1.23,3.02,1.86,1.47,-inf,-1,False
RMACX,American Funds Mortgage Fund;R3,,-inf,-inf,-0.85,3.41,2.26,1.91,-inf,-1,False
RMAEX,American Funds Mortgage Fund;R4,,-inf,-inf,-0.51,3.78,2.62,2.25,-inf,-1,False
RMAFX,American Funds Mortgage Fund;R5,,-inf,-inf,-0.21,4.09,2.92,2.52,-inf,-1,False
RMAGX,American Funds Mortgage Fund;R6,,-inf,-inf,-0.16,4.15,2.99,2.59,-inf,-1,False
ASTEX,American Funds Short-Term Tax-Exempt Bond Fund;A,,-inf,-inf,-0.21,1.95,1.68,1.17,-inf,-1,False
FSTTX,American Funds Short-Term Tax-Exempt Bond Fund;F1,,-inf,-inf,-0.4,1.75,1.47,0.95,-inf,-1,False
ASTFX,American Funds Short-Term Tax-Exempt Bond Fund;F2,,-inf,-inf,-0.1,2.07,1.77,1.23,-inf,-1,False
AAATX,American Funds 2010 Target Date Retirement Fund;A,Target-Date 2000-2010,6.72,-inf,9.15,10.63,7.39,7.14,-inf,3,False
RAATX,American Funds 2010 Target Date Retirement Fund;R1,Target-Date 2000-2010,5.95,-inf,8.32,9.84,6.57,6.32,-inf,2,False
RBATX,American Funds 2010 Target Date Retirement Fund;R2,Target-Date 2000-2010,5.94,-inf,8.34,9.8,6.57,6.36,-inf,2,False
RCATX,American Funds 2010 Target Date Retirement Fund;R3,Target-Date 2000-2010,6.42,-inf,8.87,10.31,7.06,6.81,-inf,3,False
RDATX,American Funds 2010 Target Date Retirement Fund;R4,Target-Date 2000-2010,6.73,-inf,9.15,10.63,7.39,7.13,-inf,3,False
AABTX,American Funds 2015 Target Date Retirement Fund;A,Target-Date 2015,7.45,-inf,10.25,11.56,8.02,7.88,-inf,3,False
RAJTX,American Funds 2015 Target Date Retirement Fund;R1,Target-Date 2015,6.74,-inf,9.3,10.68,7.16,7.04,-inf,2,False
RBJTX,American Funds 2015 Target Date Retirement Fund;R2,Target-Date 2015,6.74,-inf,9.35,10.72,7.2,7.09,-inf,2,False
RCJTX,American Funds 2015 Target Date Retirement Fund;R3,Target-Date 2015,7.18,-inf,9.84,11.21,7.68,7.54,-inf,2,False
RDBTX,American Funds 2015 Target Date Retirement Fund;R4,Target-Date 2015,7.54,-inf,10.19,11.53,7.99,7.87,-inf,3,False
RACTX,American Funds 2020 Target Date Retirement Fund;R1,Target-Date 2020,6.99,-inf,9.69,11.46,7.87,7.85,-inf,3,False
RBCTX,American Funds 2020 Target Date Retirement Fund;R2,Target-Date 2020,6.95,-inf,9.76,11.48,7.89,7.92,-inf,3,False
RCCTX,American Funds 2020 Target Date Retirement Fund;R3,Target-Date 2020,7.48,-inf,10.17,11.95,8.37,8.36,-inf,3,False
RADTX,American Funds 2025 Target Date Retirement Fund;R1,Target-Date 2025,7.66,-inf,10.53,13.46,9.25,9.26,-inf,3,False
RBDTX,American Funds 2025 Target Date Retirement Fund;R2,Target-Date 2025,7.63,-inf,10.61,13.47,9.26,9.31,-inf,3,False
NYAAX,American Funds Tax-Exempt Fund of New York;A,Muni New York Long,2.47,-inf,2.67,4.55,3.92,3.56,-inf,2,False
NYACX,American Funds Tax-Exempt Fund of New York;C,Muni New York Long,1.77,-inf,1.91,3.77,3.12,2.73,-inf,1,False
NYAEX,American Funds Tax-Exempt Fund of New York;F1,Muni New York Long,2.46,-inf,2.66,4.54,3.89,3.51,-inf,2,False
NYAFX,American Funds Tax-Exempt Fund of New York;F2,Muni New York Long,2.63,-inf,2.85,4.74,4.08,3.69,-inf,3,False
TAFTX,American Funds Tax-Exempt Fund of California;A,Muni California Long,1.91,-inf,2.09,4.59,4.15,4.17,-inf,2,False
TECCX,American Funds Tax-Exempt Fund of California;C,Muni California Long,1.21,-inf,1.32,3.8,3.35,3.36,-inf,1,False
TECFX,American Funds Tax-Exempt Fund of California;F1,Muni California Long,1.92,-inf,1.99,4.48,4.03,4.05,-inf,2,False
TEFEX,American Funds Tax-Exempt Fund of California;F2,Muni California Long,2.07,-inf,2.26,4.76,4.31,4.32,-inf,3,False
AAFXX,American Funds US Government Money Market Fund;529-A,,-inf,-inf,0.0,0.68,0.76,0.38,-inf,-1,False
CCFXX,American Funds US Government Money Market Fund;529-C,,-inf,-inf,0.0,0.68,0.75,0.38,-inf,-1,False
EAFXX,American Funds US Government Money Market Fund;529-E,,-inf,-inf,0.0,0.69,0.76,0.38,-inf,-1,False
FARXX,American Funds US Government Money Market Fund;529-F-1,,-inf,-inf,0.0,0.68,0.75,0.38,-inf,-1,False
AFAXX,American Funds US Government Money Market Fund;A,,-inf,-inf,0.0,0.71,0.82,0.41,-inf,-1,False
AFCXX,American Funds US Government Money Market Fund;C,,-inf,-inf,0.0,0.71,0.8,0.4,-inf,-1,False
AFFXX,American Funds US Government Money Market Fund;F1,,-inf,-inf,0.0,0.58,0.61,0.31,-inf,-1,False
AFGXX,American Funds US Government Money Market Fund;F2,,-inf,-inf,0.0,0.71,0.79,0.39,-inf,-1,False
RAAXX,American Funds US Government Money Market Fund;R1,,-inf,-inf,0.0,0.7,0.78,0.39,-inf,-1,False
RABXX,American Funds US Government Money Market Fund;R2,,-inf,-inf,0.0,0.28,0.25,0.12,-inf,-1,False
RBEXX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
RACXX,American Funds US Government Money Market Fund;R3,,-inf,-inf,0.0,0.46,0.46,0.23,-inf,-1,False
RADXX,American Funds US Government Money Market Fund;R4,,-inf,-inf,0.0,0.58,0.62,0.31,-inf,-1,False
RAEXX,American Funds US Government Money Market Fund;R5,,-inf,-inf,0.0,0.72,0.81,0.4,-inf,-1,False
RAFXX,American Funds US Government Money Market Fund;R6,,-inf,-inf,0.0,0.74,0.85,0.42,-inf,-1,False
AMREX,American Growth Cannabis Fund;E,,-inf,-inf,-19.82,-2.8,-7.76,-2.38,-inf,-1,False
AMRAX,American Growth Fund Series One;A,Large Growth,8.92,-inf,14.14,23.79,13.03,13.08,-inf,1,False
AMRBX,American Growth Fund Series One;B,Large Growth,5.36,-inf,10.44,19.4,10.27,11.28,-inf,1,False
AMRCX,American Growth Fund Series One;C,Large Growth,7.29,-inf,12.59,22.86,12.24,12.26,-inf,1,False
AMRGX,American Growth Fund Series One;D,Large Growth,9.32,-inf,14.9,24.31,13.49,13.44,-inf,1,False
AMHIX,American Funds American High-Income Municipal Bond Fund;A,High Yield Muni,5.31,-inf,5.52,6.25,5.81,5.87,-inf,3,False
AHICX,American Funds American High-Income Municipal Bond Fund;C,High Yield Muni,4.63,-inf,4.78,5.51,5.05,5.08,-inf,2,False
ABHFX,American Funds American High-Income Municipal Bond Fund;F1,High Yield Muni,5.28,-inf,5.49,6.22,5.76,5.8,-inf,3,False
CITCX,American Funds American High-Income Trust;529-C,High Yield Bond,6.12,-inf,7.89,8.1,5.44,5.1,-inf,3,False
CITEX,American Funds American High-Income Trust;529-E,High Yield Bond,6.66,-inf,8.49,8.7,6.03,5.69,-inf,3,False
AHTCX,American Funds American High-Income Trust;C,High Yield Bond,6.16,-inf,7.93,8.13,5.48,5.16,-inf,3,False
RITAX,American Funds American High-Income Trust;R1,High Yield Bond,6.16,-inf,7.93,8.12,5.48,5.16,-inf,3,False
RITBX,American Funds American High-Income Trust;R2,High Yield Bond,6.18,-inf,7.95,8.15,5.5,5.16,-inf,3,False
RITCX,American Funds American High-Income Trust;R3,High Yield Bond,6.62,-inf,8.44,8.64,5.97,5.65,-inf,3,False
CMLCX,American Funds American Mutual Fund;529-C,Large Value,18.1,-inf,23.89,16.03,11.4,11.56,-inf,3,False
RMFAX,American Funds American Mutual Fund;R1,Large Value,18.09,-inf,23.88,16.01,11.39,11.59,-inf,3,False
APIGX,Yorktown Capital Appreciation Fund;A,Allocation--70% to 85% Equity,5.94,-inf,7.2,7.93,7.24,7.35,-inf,2,False
AFDDX,Yorktown Capital Appreciation Fund;L,Allocation--70% to 85% Equity,5.24,-inf,6.42,7.11,6.44,6.68,-inf,1,False
AFAAX,Yorktown Capital Appreciation Fund;Inst,Allocation--70% to 85% Equity,6.2,-inf,7.48,8.19,7.52,7.76,-inf,2,False
AFGGX,Yorktown Growth Fund;A,nan,13.18,-inf,15.29,26.37,16.52,13.47,-inf,3,False
APITX,Yorktown Growth Fund;L,nan,12.19,-inf,14.18,25.14,15.36,12.33,-inf,3,False
APIFX,Yorktown Master Allocation Fund;A,Allocation--85%+ Equity,10.79,-inf,11.4,16.89,9.51,8.72,-inf,2,False
APILX,Yorktown Master Allocation Fund;L,Allocation--85%+ Equity,10.06,-inf,10.57,16.02,8.69,8.04,-inf,1,False
APIUX,Yorktown Multi-Sector Bond Fund;A,Multisector Bond,3.41,-inf,4.08,5.77,3.82,4.91,-inf,1,False
AFFIX,Yorktown Multi-Sector Bond Fund;L,Multisector Bond,2.87,-inf,3.53,5.24,3.3,4.4,-inf,1,False
APIIX,Yorktown Multi-Sector Bond Fund;Institutional,Multisector Bond,3.88,-inf,4.56,6.29,4.33,5.45,-inf,2,False
APIMX,Yorktown Short Term Bond Fund;A,Short-Term Bond,0.12,-inf,0.27,2.83,2.78,2.63,-inf,3,False
AFMMX,Yorktown Short Term Bond Fund;L,,-inf,-inf,-0.33,1.94,1.87,1.65,-inf,-1,False
BRWIX,AMG Boston Common Global Impact Fund;I,Mid-Cap Growth,13.37,-inf,11.72,25.86,17.13,14.21,-inf,3,False
MMASX,AMG FQ Global Risk-Balanced Fund;I,Tactical Allocation,4.25,-inf,7.64,6.52,4.75,4.28,-inf,2,False
MMAVX,AMG FQ Global Risk-Balanced Fund;N,Tactical Allocation,3.99,-inf,7.42,6.25,4.45,3.92,-inf,2,False
MMAFX,AMG FQ Global Risk-Balanced Fund;Z,Tactical Allocation,5.18,-inf,7.76,6.67,4.88,4.38,-inf,2,False
MSSCX,AMG Frontier Small Cap Growth Fund;I,Small Growth,11.69,-inf,11.62,31.06,21.01,15.82,-inf,3,False
MSSVX,AMG Frontier Small Cap Growth Fund;N,Small Growth,9.12,-inf,11.36,30.67,20.64,15.49,-inf,3,False
MSSYX,AMG Frontier Small Cap Growth Fund;Z,Small Growth,9.5,-inf,11.72,31.16,21.11,16.0,-inf,3,False
MBDFX,AMG GW&K Core Bond ESG Fund;I,,-inf,-inf,-1.48,5.09,3.67,3.17,-inf,-1,False
MEQFX,AMG River Road Large Cap Value Select Fund;I,Long-Short Equity,20.12,-inf,27.4,11.73,10.51,11.29,-inf,3,False
FQUAX,AMG River Road Large Cap Value Select Fund;N,Long-Short Equity,19.69,-inf,27.05,11.43,10.19,10.99,-inf,3,False
MIMFX,AMG Veritas China Fund;I,,-inf,-inf,-1.35,16.41,11.7,13.13,-inf,-1,False
MMCFX,AMG Veritas China Fund;N,,-inf,-inf,-1.59,16.12,11.43,12.85,-inf,-1,False
MFQTX,AMG Veritas Global Focus Fund;I,Large Blend,12.15,-inf,18.11,18.89,12.72,13.62,-inf,2,False
MFQAX,AMG Veritas Global Focus Fund;N,Large Blend,11.89,-inf,17.86,18.62,12.45,13.34,-inf,2,False
BLUEX,AMG Veritas Global Real Return Fund;I,Large Growth,1.23,-inf,2.21,25.72,17.62,14.06,-inf,2,False
MFDAX,AMG GW&K Enhanced Core Bond ESG Fund;N,,-inf,-inf,-0.8,6.15,4.18,3.54,-inf,-1,False
MFDYX,AMG GW&K Enhanced Core Bond ESG Fund;Z,,-inf,-inf,-0.55,6.4,4.44,3.8,-inf,-1,False
MGFIX,AMG GW&K ESG Bond Fund;N,,-inf,-inf,-0.69,5.71,4.41,4.36,-inf,-1,False
MGGBX,AMG GW&K High Income Fund;N,High Yield Bond,2.34,-inf,4.05,8.0,5.88,3.77,-inf,2,False
MECIX,AMG GW&K International Small Cap Fund;I,Foreign Small/Mid Growth,-3.87,-inf,2.95,5.72,5.0,10.8,-inf,2,False
MECAX,AMG GW&K International Small Cap Fund;N,Foreign Small/Mid Growth,-4.02,-inf,2.78,5.56,4.86,10.59,-inf,2,False
MSEIX,AMG Veritas Asia Pacific Fund;I,,-inf,-inf,-0.53,23.85,15.6,14.28,-inf,-1,False
MGSEX,AMG Veritas Asia Pacific Fund;N,,-inf,-inf,-0.78,23.55,15.31,14.03,-inf,-1,False
ADLIX,AMG Beutel Goodman Core Plus Bond Fund;I,Intermediate Core-Plus Bond,0.26,-inf,0.39,4.63,3.67,3.76,-inf,2,False
ADBLX,AMG Beutel Goodman Core Plus Bond Fund;N,Intermediate Core-Plus Bond,0.03,-inf,0.15,4.36,3.43,3.51,-inf,2,False
ACWIX,AMG GW&K Small/Mid Cap Growth Fund;I,Small Growth,8.4,-inf,9.76,28.09,17.26,14.93,-inf,3,False
ACWDX,AMG GW&K Small/Mid Cap Growth Fund;N,Small Growth,10.88,-inf,9.6,27.85,17.05,14.68,-inf,3,False
ACWZX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
MCGIX,AMG Montrusco Bolton Large Cap Growth Fund;I,Large Growth,21.53,-inf,27.5,31.55,21.27,15.68,-inf,3,False
MCGFX,AMG Montrusco Bolton Large Cap Growth Fund;N,Large Growth,21.41,-inf,27.25,31.32,21.04,15.43,-inf,2,False
ARIDX,AMG River Road Dividend All Cap Value Fund;I,Large Value,16.29,-inf,21.38,14.11,7.76,10.36,-inf,2,False
ARDEX,AMG River Road Dividend All Cap Value Fund;N,Large Value,15.97,-inf,21.06,13.8,7.49,10.08,-inf,2,False
ABMIX,AMG River Road Mid Cap Value Fund;I,Mid-Cap Value,26.36,-inf,31.59,17.36,7.0,11.47,-inf,2,False
CHTTX,AMG River Road Mid Cap Value Fund;N,Mid-Cap Value,26.05,-inf,31.22,17.06,6.73,11.19,-inf,2,False
ARSIX,AMG River Road Small Cap Value Fund;I,Small Blend,15.75,-inf,22.27,18.0,10.54,11.91,-inf,3,False
ARSVX,AMG River Road Small Cap Value Fund;N,Small Blend,15.43,-inf,21.87,17.66,10.26,11.62,-inf,3,False
TLESX,AMG GW&K Emerging Markets Equity Fund;I,,-inf,-inf,-8.52,9.91,8.73,4.03,-inf,-1,False
TLEIX,AMG GW&K Emerging Markets Equity Fund;Z,,-inf,-inf,-8.46,10.01,8.82,4.14,-inf,-1,False
GWMIX,AMG GW&K Municipal Bond Fund;I,Muni National Interm,0.26,-inf,0.42,4.23,3.74,3.33,-inf,3,False
GWMTX,AMG GW&K Municipal Bond Fund;N,Muni National Interm,-0.03,-inf,0.1,3.89,3.4,2.91,-inf,2,False
GWMEX,AMG GW&K Municipal Enhanced Yield Fund;I,High Yield Muni,3.7,-inf,4.04,7.17,6.27,5.8,-inf,3,False
GWMNX,AMG GW&K Municipal Enhanced Yield Fund;N,High Yield Muni,3.49,-inf,3.68,6.79,5.89,5.37,-inf,2,False
GWEIX,AMG GW&K Small Cap Core Fund;I,Small Growth,18.92,-inf,19.42,24.4,13.94,13.89,-inf,3,False
GWETX,AMG GW&K Small Cap Core Fund;N,Small Growth,18.59,-inf,18.99,23.96,13.54,13.45,-inf,3,False
SKSEX,AMG GW&K Small Cap Value Fund;N,Small Blend,29.29,-inf,32.27,21.4,8.51,12.44,-inf,2,False
MRLSX,AMG Renaissance Large Cap Growth Fund;I,Large Growth,23.97,-inf,29.4,30.81,19.21,17.43,-inf,3,False
MRLTX,AMG Renaissance Large Cap Growth Fund;N,Large Growth,23.71,-inf,29.1,30.48,18.89,17.07,-inf,3,False
MRLIX,AMG Renaissance Large Cap Growth Fund;Z,Large Growth,24.11,-inf,29.53,30.91,19.32,17.57,-inf,3,False
TSCPX,AMG TimesSquare Small Cap Growth Fund;N,Small Growth,4.62,-inf,2.96,24.52,15.94,13.99,-inf,3,False
TSCIX,AMG TimesSquare Small Cap Growth Fund;Z,Small Growth,4.74,-inf,3.21,24.78,16.16,14.21,-inf,3,False
SWAN,Amplify BlackSwan Growth & Treasury Core ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
ISWN,Amplify BlackSwan ISWN ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
QSWN,Amplify BlackSwan Tech & Treasury ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
DTOX,Amplify Cleaner Living ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
DIVO,Amplify CWP Enhanced Dividend Income ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BIDS,Amplify Digital & Online Trading ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
YYY,Amplify High Income ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
XBUY,Amplify International Online Retail ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BATT,Amplify Lithium & Battery Technology ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
IBUY,Amplify Online Retail ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
JGLD,Amplify Pure Junior Gold Miners ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
CNBS,Amplify Seymour Cannabis ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
MVPS,Amplify Thematic All-Stars ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
BLOK,Amplify Transformational Data Sharing ETF,,-inf,-inf,0,0,0,0,-inf,-1,False
ANCIX,Ancora MicroCap Fund;I,Small Value,33.39,-inf,33.52,16.67,7.28,10.71,-inf,3,False
AOIIX,Symbol Lookup,,-inf,-inf,0,0,0,0,-inf,-1,False
ANGLX,Angel Oak Multi-Strategy Income Fund;A,Multisector Bond,3.88,-inf,4.12,2.18,3.08,5.16,-inf,3,False
AFT,Apollo Senior Floating Rate Fund Inc.,,-inf,-inf,N/A,N/A,N/A,N/A,-inf,-1,True
AQGIX,AQR Global Equity Fund;I,World Large-Stock Blend,13.03,-inf,18.2,16.84,10.71,11.25,-inf,3,False
AQGNX,AQR Global Equity Fund;N,World Large-Stock Blend,12.74,-inf,17.84,16.52,10.41,10.94,-inf,3,False
AQIIX,AQR International Equity Fund;I,Foreign Large Blend,2.46,-inf,8.23,9.96,6.38,7.29,-inf,2,False
AQINX,AQR International Equity Fund;N,Foreign Large Blend,2.21,-inf,7.92,9.71,6.12,6.99,-inf,2,False
AIMOX,AQR International Momentum Style Fund;I,Foreign Large Growth,7.96,-inf,12.81,17.29,11.01,7.88,-inf,1,False
AMOMX,AQR Large Cap Momentum Style Fund;I,Large Growth,23.84,-inf,24.35,28.7,19.09,16.38,-inf,2,False
AQMIX,AQR Managed Futures Strategy Fund;I,,-inf,-inf,0.26,-0.42,-2.16,0.39,-inf,-1,False
AQMNX,AQR Managed Futures Strategy Fund;N,,-inf,-inf,0.13,-0.65,-2.39,0.13,-inf,-1,False
AQRIX,AQR Multi-Asset Fund;I,Tactical Allocation,11.52,-inf,15.78,12.82,9.08,6.68,-inf,3,False
AQRNX,AQR Multi-Asset Fund;N,Tactical Allocation,11.34,-inf,15.5,12.55,8.79,6.39,-inf,3,False
ASMOX,AQR Small Cap Momentum Style Fund;I,Small Growth,13.62,-inf,9.69,24.31,13.36,13.75,-inf,2,False
ATPAX,Aquila High Income Fund;A,High Yield Bond,2.5,-inf,3.91,6.13,4.46,4.55,-inf,2,False
ATPCX,Aquila High Income Fund;C,High Yield Bond,1.63,-inf,3.08,5.28,3.63,3.72,-inf,1,False
ATIPX,Aquila High Income Fund;I,High Yield Bond,2.19,-inf,3.71,6.01,4.36,4.46,-inf,2,False
ATPYX,Aquila Three Peaks High Income Fund;Y,High Yield Bond,2.57,-inf,3.99,6.25,4.62,4.74,-inf,3,False
ATGCX,Aquila Opportunity Growth Fund;C,Mid-Cap Blend,15.42,-inf,19.78,20.61,11.33,13.69,-inf,3,False
CHTFX,Aquila Churchill Tax-Free Fund of Kentucky;A,Muni Single State Interm,1.01,-inf,1.17,3.38,3.07,2.78,-inf,3,False
CHKCX,Aquila Churchill Tax-Free Fund of Kentucky;C,Muni Single State Interm,0.22,-inf,0.32,2.54,2.22,1.91,-inf,1,False
CHKIX,Aquila Churchill Tax-Free Fund of Kentucky;I,Muni Single State Interm,0.96,-inf,1.02,3.27,2.94,2.63,-inf,3,False
NITFX,Aquila Narragansett Tax-Free Income Fund;A,Muni Single State Interm,0.53,-inf,0.68,3.48,3.22,2.96,-inf,3,False
NITCX,Aquila Narragansett Tax-Free Income Fund;C,,-inf,-inf,-0.26,2.61,2.34,2.09,-inf,-1,False
NITIX,Aquila Narragansett Tax-Free Income Fund;I,Muni Single State Interm,0.49,-inf,0.54,3.38,3.11,2.83,-inf,3,False
UTACX,Aquila Tax-Free Fund for Utah;C,,-inf,-inf,-0.37,2.64,2.32,2.47,-inf,-1,False
COTFX,Aquila Tax-Free Fund of Colorado;A,,-inf,-inf,-0.33,2.75,2.38,2.55,-inf,-1,False
COTCX,Aquila Tax-Free Fund of Colorado;C,,-inf,-inf,-1.37,1.78,1.42,1.58,-inf,-1,False
COTYX,Aquila Tax-Free Fund of Colorado;Y,,-inf,-inf,-0.27,2.8,2.43,2.59,-inf,-1,False
AZTCX,Aquila Tax-Free Trust of Arizona;C,Muni Single State Interm,0.07,-inf,0.08,2.63,2.28,2.26,-inf,2,False
ORTFX,Aquila Tax-Free Trust of Oregon;A,,-inf,-inf,-0.52,2.95,2.52,2.5,-inf,-1,False
ORTCX,Aquila Tax-Free Trust of Oregon;C,,-inf,-inf,-1.36,2.08,1.65,1.64,-inf,-1,False
ORTYX,Aquila Tax-Free Trust of Oregon;Y,,-inf,-inf,-0.37,3.1,2.66,2.65,-inf,-1,False
